#:GATKReport.v1.1:9
#:GATKTable:11:9:%s:%s:%s:%s:%s:%d:%d:%d:%.2f:%d:%.2f:;
#:GATKTable:CompOverlap:The overlap between eval and comp sites
CompOverlap  CompRod    EvalRod                                      JexlExpression  Novelty  nEvalVariants  novelSites  nVariantsAtComp  compRate  nConcordant  concordantRate
CompOverlap  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all                 88          64               24     27.27           18           75.00
CompOverlap  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known                0           0                0      0.00            0            0.00
CompOverlap  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            novel               88          64               24     27.27           18           75.00
CompOverlap  hapmap3.3  230420_M00766_0544_000000000-KRTLG_23M07372  none            all                 88          70               18     20.45           18          100.00
CompOverlap  hapmap3.3  230420_M00766_0544_000000000-KRTLG_23M07372  none            known                0           0                0      0.00            0            0.00
CompOverlap  hapmap3.3  230420_M00766_0544_000000000-KRTLG_23M07372  none            novel               88          70               18     20.45           18          100.00
CompOverlap  omni2.5    230420_M00766_0544_000000000-KRTLG_23M07372  none            all                 88          76               12     13.64           12          100.00
CompOverlap  omni2.5    230420_M00766_0544_000000000-KRTLG_23M07372  none            known                0           0                0      0.00            0            0.00
CompOverlap  omni2.5    230420_M00766_0544_000000000-KRTLG_23M07372  none            novel               88          76               12     13.64           12          100.00

#:GATKTable:30:9:%s:%s:%s:%s:%s:%d:%d:%d:%d:%.8f:%.8f:%d:%d:%d:%d:%d:%d:%d:%d:%d:%d:%d:%d:%d:%.2e:%.2f:%.2f:%.2e:%.2f:%.2f:;
#:GATKTable:CountVariants:Counts different classes of variants in the sample
CountVariants  CompRod    EvalRod                                      JexlExpression  Novelty  nProcessedLoci  nCalledLoci  nRefLoci  nVariantLoci  variantRate  variantRatePerBp  nSNPs  nMNPs  nInsertions  nDeletions  nComplex  nSymbolic  nMixed  nNoCalls  nHets  nHomRef  nHomVar  nSingletons  nHomDerived  heterozygosity  heterozygosityPerBp  hetHomRatio  indelRate  indelRatePerBp  insertionDeletionRatio
CountVariants  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all               23419           88         0            88   0.00375763      266.00000000     75      1            1          11         0          0       0         0     83        0        5           71            0        3.54e-03               282.00        16.60   5.12e-04         1951.00                    0.09
CountVariants  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known             23419            0         0             0   0.00000000        0.00000000      0      0            0           0         0          0       0         0      0        0        0            0            0        0.00e+00                 0.00         0.00   0.00e+00            0.00                    0.00
CountVariants  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            novel             23419           88         0            88   0.00375763      266.00000000     75      1            1          11         0          0       0         0     83        0        5           71            0        3.54e-03               282.00        16.60   5.12e-04         1951.00                    0.09
CountVariants  hapmap3.3  230420_M00766_0544_000000000-KRTLG_23M07372  none            all               23419           88         0            88   0.00375763      266.00000000     75      1            1          11         0          0       0         0     83        0        5           71            0        3.54e-03               282.00        16.60   5.12e-04         1951.00                    0.09
CountVariants  hapmap3.3  230420_M00766_0544_000000000-KRTLG_23M07372  none            known             23419            0         0             0   0.00000000        0.00000000      0      0            0           0         0          0       0         0      0        0        0            0            0        0.00e+00                 0.00         0.00   0.00e+00            0.00                    0.00
CountVariants  hapmap3.3  230420_M00766_0544_000000000-KRTLG_23M07372  none            novel             23419           88         0            88   0.00375763      266.00000000     75      1            1          11         0          0       0         0     83        0        5           71            0        3.54e-03               282.00        16.60   5.12e-04         1951.00                    0.09
CountVariants  omni2.5    230420_M00766_0544_000000000-KRTLG_23M07372  none            all               23419           88         0            88   0.00375763      266.00000000     75      1            1          11         0          0       0         0     83        0        5           71            0        3.54e-03               282.00        16.60   5.12e-04         1951.00                    0.09
CountVariants  omni2.5    230420_M00766_0544_000000000-KRTLG_23M07372  none            known             23419            0         0             0   0.00000000        0.00000000      0      0            0           0         0          0       0         0      0        0        0            0            0        0.00e+00                 0.00         0.00   0.00e+00            0.00                    0.00
CountVariants  omni2.5    230420_M00766_0544_000000000-KRTLG_23M07372  none            novel             23419           88         0            88   0.00375763      266.00000000     75      1            1          11         0          0       0         0     83        0        5           71            0        3.54e-03               282.00        16.60   5.12e-04         1951.00                    0.09

#:GATKTable:7:180:%s:%s:%s:%s:%s:%d:%.2f:;
#:GATKTable:IndelLengthHistogram:Indel length histogram
IndelLengthHistogram  CompRod    EvalRod                                      JexlExpression  Novelty  Length  Freq
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all         -10  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -9  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -8  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -7  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -6  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -5  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -4  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -3  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -2  0.22
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          -1  0.67
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           1  0.11
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           2  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           3  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           4  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           5  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           6  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           7  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           8  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all           9  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            all          10  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known       -10  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -9  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -8  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -7  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -6  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -5  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -4  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -3  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -2  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        -1  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         1  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         2  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         3  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         4  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         5  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         6  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         7  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         8  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known         9  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            known        10  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            novel       -10  0.00
IndelLengthHistogram  cosmic78   230420_M00766_0544_000000000-KRTLG_23M07372  none            novel        -9  0.00
